Score, Target, Expression
13,71,~((~((True)<<((True)-(~(True)))))<<((True)-(~(True))))
13,-57,~((~((~(True))<<(-(~(True)))))<<((True)-(~(True))))
13,-344,~((~((~(True))<<(-(~(True)))))**((True)-(~(True))))
13,342,~((~(((True)-(~(True)))<<(True)))**((True)-(~(True))))
13,68,-((~((True)<<(-((~(True))<<(True)))))<<(-(~(True))))
13,-289,-((~((True)<<(-((~(True))<<(True)))))**(-(~(True))))
13,-290,~((~((True)<<(-((~(True))<<(True)))))**(-(~(True))))
13,-60,-((~((~(True))<<((True)-(~(True)))))<<(-(~(True))))
13,-61,~((~((~(True))<<((True)-(~(True)))))<<(-(~(True))))
13,-225,-((~((~(True))<<((True)-(~(True)))))**(-(~(True))))
13,-226,~((~((~(True))<<((True)-(~(True)))))**(-(~(True))))
13,-144,-(((~(-(~(True))))<<(-(~(True))))**(-(~(True))))
13,-145,~(((~(-(~(True))))<<(-(~(True))))**(-(~(True))))
13,-100,-(((~(-((~(True))<<(True))))<<(True))**(-(~(True))))
13,-101,~(((~(-((~(True))<<(True))))<<(True))**(-(~(True))))
13,131074,-((~((True)<<((True)<<(-((~(True))<<(True))))))<<(True))
13,-1022,-((~((~(True))<<((True)<<((True)-(~(True))))))<<(True))
13,-46,-((~((~(-(~(True))))<<((True)-(~(True)))))<<(True))
13,-52,-((~((~(-(~(True))))**((True)-(~(True)))))<<(True))
13,-162,-(((~(-(~(True))))**(-((~(True))<<(True))))<<(True))
13,-163,~(((~(-(~(True))))**(-((~(True))<<(True))))<<(True))
13,-51,~(((~(-((~(True))<<(True))))**(-(~(True))))<<(True))
13,-73,~((((~(-(~(True))))<<(True))**(-(~(True))))<<(True))
13,32770,(True)-(~((True)<<(~((~(True))<<((True)-(~(True)))))))
13,-253,(True)-(~((True)-((True)<<((True)<<((True)-(~(True)))))))
13,4098,(True)-(~((True)<<(((True)-(~(True)))<<(-(~(True))))))
13,1026,(True)-(~((True)<<(((True)-((~(True))<<(True)))<<(True))))
13,-131070,(True)-(~((~(True))<<((True)<<(-((~(True))<<(True))))))
13,83,(True)-(~((~(-(~(True))))**(-((~(True))<<(True)))))
13,524288,(True)<<(~((~(-((~(True))<<(True))))<<(-(~(True)))))
13,38,(True)-(~(((~(-(~(True))))<<(True))**(-(~(True)))))
13,-16383,(True)-((True)<<((~((~(True))<<(-(~(True)))))<<(True)))
13,-115792089237316195423570985008687907853269984665640564039457584007913129639935,(True)-((~(True))**((True)<<((True)<<((True)-(~(True))))))
13,-4294967295,(True)-((~(True))**((True)<<((True)-((~(True))<<(True)))))
13,-18446744073709551615,(True)-((~(True))**((True)<<(((True)-(~(True)))<<(True))))
13,8193,(True)-((~(True))<<(((True)-(~(True)))<<(-(~(True)))))
13,-6560,(True)-((~(-(~(True))))**((True)<<((True)-(~(True)))))
13,-728,(True)-((~(-(~(True))))**(((True)-(~(True)))<<(True)))
13,515,(True)-((~((True)<<((True)<<((True)-(~(True))))))<<(True))
13,131,(True)-((~((True)<<(((True)-(~(True)))<<(True))))<<(True))
13,-57896044618658097711785492504343953926634992332820282019728792003956564819968,(~(True))**(~(-((True)<<((True)<<((True)-(~(True)))))))
13,-231584178474632390847141970017375815706539969331281128078915168015826259279872,(~(True))**(-(~((True)<<((True)<<((True)-(~(True)))))))
13,-8589934592,(~(True))**(-(~((True)<<((True)-((~(True))<<(True))))))
13,-9223372036854775808,(~(True))**(~(-((True)<<(((True)-(~(True)))<<(True)))))
13,-36893488147419103232,(~(True))**(-(~((True)<<(((True)-(~(True)))<<(True)))))
13,13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096,(~(True))**(-((~(True))<<((True)<<((True)-(~(True))))))
13,-6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048,(~(True))**(~((~(True))<<((True)<<((True)-(~(True))))))
13,-170141183460469231731687303715884105728,(~(True))**(~((~(True))<<(((True)-(~(True)))<<(True))))
13,-8388608,(~(True))**(~((~(-(~(True))))<<((True)-(~(True)))))
13,67108864,(~(True))**(~((~(-(~(True))))**((True)-(~(True)))))
13,-524288,(~(True))<<(-((~((True)<<((True)-(~(True)))))<<(True)))
13,Too large to print!,(~(True))**((True)<<(~((~(True))<<((True)-(~(True))))))
13,1044388881413152506691752710716624382579964249047383780384233483283953907971557456848826811934997558340890106714439262837987573438185793607263236087851365277945956976543709998340361590134383718314428070011855946226376318839397712745672334684344586617496807908705803704071284048740118609114467977783598029006686938976881787785946905630190260940599579453432823469303026696443059025015972399867714215541693835559885291486318237914434496734087811872639496475100189041349008417061675093668333850551032972088269550769983616369411933015213796825837188091833656751221318492846368125550225998300412344784862595674492194617023806505913245610825731835380087608622102834270197698202313169017678006675195485079921636419370285375124784014907159135459982790513399611551794271106831134090584272884279791554849782954323534517065223269061394905987693002122963395687782878948440616007412945674919823050571642377154816321380631045902916136926708342856440730447899971901781465763473223850267253059899795996090799469201774624817718449867455659250178329070473119433165550807568221846571746373296884912819520317457002440926616910874148385078411929804522981857338977648103126085903001302413467189726673216491511131602920781738033436090243804708340403154190336,(~(True))**((True)<<(((True)-(~(True)))<<(-(~(True)))))
13,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,(~(True))**((True)<<(((True)-((~(True))<<(True)))<<(True)))
13,-2417851639229258349412352,(~(True))**((~(-(~(True))))**(-((~(True))<<(True))))
13,281474976710656,(~(True))**(((True)-(~(True)))<<(-((~(True))<<(True))))
13,-33554432,(~(True))**((~(-((~(True))<<(True))))**(-(~(True))))
13,-2097152,(~(True))<<(((True)-((~(True))<<(True)))<<(-(~(True))))
13,68719476736,(~(True))**(((~(-(~(True))))<<(True))**(-(~(True))))
13,1073741824,(~(True))**((~((~(True))<<((True)-(~(True)))))<<(True))
13,-1536,(~(-(~(True))))<<(-(~((True)<<((True)-(~(True))))))
13,-19683,(~(-(~(True))))**(-(~((True)<<((True)-(~(True))))))
13,-45,(~(-(~(True))))*(~((~(True))<<((True)-(~(True)))))
13,-98304,(~(-(~(True))))<<(~((~(True))<<((True)-(~(True)))))
13,-14348907,(~(-(~(True))))**(~((~(True))<<((True)-(~(True)))))
13,139008452377144732764939786789661303114218850808529137991604824430036072629766435941001769154109609521811665540548899435521,(~(-(~(True))))**((True)<<((True)<<((True)-(~(True)))))
13,1853020188851841,(~(-(~(True))))**((True)<<((True)-((~(True))<<(True))))
13,3433683820292512484657849089281,(~(-(~(True))))**((True)<<(((True)-(~(True)))<<(True)))
13,-12288,(~(-(~(True))))<<(((True)-(~(True)))<<(-(~(True))))
13,531441,(~(-(~(True))))**(((True)-(~(True)))<<(-(~(True))))
13,-3072,(~(-(~(True))))<<(((True)-((~(True))<<(True)))<<(True))
13,59049,(~(-(~(True))))**(((True)-((~(True))<<(True)))<<(True))
13,1536,((True)-(~(True)))<<(-(~((True)<<((True)-(~(True))))))
13,19683,((True)-(~(True)))**(-(~((True)<<((True)-(~(True))))))
13,45,((True)-(~(True)))*(~((~(True))<<((True)-(~(True)))))
13,98304,((True)-(~(True)))<<(~((~(True))<<((True)-(~(True)))))
13,14348907,((True)-(~(True)))**(~((~(True))<<((True)-(~(True)))))
13,12288,((True)-(~(True)))<<(((True)-(~(True)))<<(-(~(True))))
13,3072,((True)-(~(True)))<<(((True)-((~(True))<<(True)))<<(True))
13,-1073741824,((~(True))<<(True))**(~((~(True))<<((True)-(~(True)))))
13,252,((~(True))<<(True))+((True)<<((True)<<((True)-(~(True)))))
13,-260,((~(True))<<(True))^((True)<<((True)<<((True)-(~(True)))))
13,-1280,(~(-((~(True))<<(True))))<<((True)<<((True)-(~(True))))
13,390625,(~(-((~(True))<<(True))))**((True)<<((True)-(~(True))))
13,-160,(~(-((~(True))<<(True))))<<((True)-((~(True))<<(True)))
13,-3125,(~(-((~(True))<<(True))))**((True)-((~(True))<<(True)))
13,-320,(~(-((~(True))<<(True))))<<(((True)-(~(True)))<<(True))
13,15625,(~(-((~(True))<<(True))))**(((True)-(~(True)))<<(True))
13,1280,((True)-((~(True))<<(True)))<<((True)<<((True)-(~(True))))
13,160,((True)-((~(True))<<(True)))<<((True)-((~(True))<<(True)))
13,3125,((True)-((~(True))<<(True)))**((True)-((~(True))<<(True)))
13,320,((True)-((~(True))<<(True)))<<(((True)-(~(True)))<<(True))
13,1679616,((~(-(~(True))))<<(True))**((True)<<((True)-(~(True))))
13,-7776,((~(-(~(True))))<<(True))**((True)-((~(True))<<(True)))
13,46656,((~(-(~(True))))<<(True))**(((True)-(~(True)))<<(True))
13,7776,(((True)-(~(True)))<<(True))**((True)-((~(True))<<(True)))
13,112,(~((~(True))<<(-(~(True)))))<<(-((~(True))<<(True)))
13,2401,(~((~(True))<<(-(~(True)))))**(-((~(True))<<(True)))
13,-112,(~(((True)-(~(True)))<<(True)))<<(-((~(True))<<(True)))
13,51,(~((True)<<(-((~(True))<<(True)))))*(~(-(~(True))))
13,-136,(~((True)<<(-((~(True))<<(True)))))<<((True)-(~(True)))
13,-4913,(~((True)<<(-((~(True))<<(True)))))**((True)-(~(True)))
13,120,(~((~(True))<<((True)-(~(True)))))<<((True)-(~(True)))
13,3375,(~((~(True))<<((True)-(~(True)))))**((True)-(~(True)))
13,-86,((True)<<((True)<<((True)-(~(True)))))//(~(-(~(True))))
13,85,((True)<<((True)<<((True)-(~(True)))))//((True)-(~(True)))
13,260,((True)<<((True)<<((True)-(~(True)))))-((~(True))<<(True))
13,-1728,((~(-(~(True))))<<(-(~(True))))**((True)-(~(True)))
13,1728,(((True)-(~(True)))<<(-(~(True))))**((True)-(~(True)))
13,-1000,((~(-((~(True))<<(True))))<<(True))**((True)-(~(True)))
13,1000,(((True)-((~(True))<<(True)))<<(True))**((True)-(~(True)))
13,-1028,(~((True)<<((True)<<((True)-(~(True))))))<<(-(~(True)))
13,66049,(~((True)<<((True)<<((True)-(~(True))))))**(-(~(True)))
13,-132,(~((True)<<((True)-((~(True))<<(True)))))<<(-(~(True)))
13,1089,(~((True)<<((True)-((~(True))<<(True)))))**(-(~(True)))
13,4225,(~((True)<<(((True)-(~(True)))<<(True))))**(-(~(True)))
13,961,(~((~(True))<<(-((~(True))<<(True)))))**(-(~(True)))
13,44,(~((~(-(~(True))))<<(-(~(True)))))<<(-(~(True)))
13,121,(~((~(-(~(True))))<<(-(~(True)))))**(-(~(True)))
13,169,(~(((True)-(~(True)))<<(-(~(True)))))**(-(~(True)))
13,-44,(~(((True)-((~(True))<<(True)))<<(True)))<<(-(~(True)))
13,576,((~(-(~(True))))<<((True)-(~(True))))**(-(~(True)))
13,-108,((~(-(~(True))))**((True)-(~(True))))<<(-(~(True)))
13,108,(((True)-(~(True)))**((True)-(~(True))))<<(-(~(True)))
13,324,((~((True)<<((True)-(~(True)))))<<(True))**(-(~(True)))
13,196,((~((~(True))<<(-(~(True)))))<<(True))**(-(~(True)))
13,-516,(~(-(~((True)<<((True)<<((True)-(~(True))))))))<<(True)
13,508,(~((True)-((True)<<((True)<<((True)-(~(True)))))))<<(True)
13,-8194,(~((True)<<(((True)-(~(True)))<<(-(~(True))))))<<(True)
13,-2050,(~((True)<<(((True)-((~(True))<<(True)))<<(True))))<<(True)
13,262142,(~((~(True))<<((True)<<(-((~(True))<<(True))))))<<(True)
13,94,(~((~(-(~(True))))<<(-((~(True))<<(True)))))<<(True)
13,-164,(~((~(-(~(True))))**(-((~(True))<<(True)))))<<(True)
13,-98,(~(((True)-(~(True)))<<(-((~(True))<<(True)))))<<(True)
13,-42,(~(((True)-((~(True))<<(True)))<<(-(~(True)))))<<(True)
13,-74,(~(((~(-(~(True))))<<(True))**(-(~(True)))))<<(True)
13,516,((True)-(~((True)<<((True)<<((True)-(~(True)))))))<<(True)
13,132,((True)-(~((True)<<(((True)-(~(True)))<<(True)))))<<(True)
13,231584178474632390847141970017375815706539969331281128078915168015826259279872,((~(True))**((True)<<((True)<<((True)-(~(True))))))<<(True)
13,57896044618658097711785492504343953926634992332820282019728792003956564819968,((~(True))**((True)<<((True)<<((True)-(~(True))))))>>(True)
13,8589934592,((~(True))**((True)<<((True)-((~(True))<<(True)))))<<(True)
13,36893488147419103232,((~(True))**((True)<<(((True)-(~(True)))<<(True))))<<(True)
13,9223372036854775808,((~(True))**((True)<<(((True)-(~(True)))<<(True))))>>(True)
13,13122,((~(-(~(True))))**((True)<<((True)-(~(True)))))<<(True)
13,3280,((~(-(~(True))))**((True)<<((True)-(~(True)))))>>(True)
13,-486,((~(-(~(True))))**((True)-((~(True))<<(True))))<<(True)
13,-122,((~(-(~(True))))**((True)-((~(True))<<(True))))>>(True)
13,1458,((~(-(~(True))))**(((True)-(~(True)))<<(True)))<<(True)
13,364,((~(-(~(True))))**(((True)-(~(True)))<<(True)))>>(True)
13,486,(((True)-(~(True)))**((True)-((~(True))<<(True))))<<(True)
13,-250,((~(-((~(True))<<(True))))**((True)-(~(True))))<<(True)
13,250,(((True)-((~(True))<<(True)))**((True)-(~(True))))<<(True)
13,-432,(((~(-(~(True))))<<(True))**((True)-(~(True))))<<(True)
13,432,((((True)-(~(True)))<<(True))**((True)-(~(True))))<<(True)
13,98,((~((~(True))<<(-(~(True)))))**(-(~(True))))<<(True)
14,65533,~(-(~((True)-((True)<<((True)<<(-((~(True))<<(True))))))))
14,-16386,~(-(~((True)<<((~((~(True))<<(-(~(True)))))<<(True)))))
14,-115792089237316195423570985008687907853269984665640564039457584007913129639938,~(-(~((~(True))**((True)<<((True)<<((True)-(~(True))))))))
14,-4294967298,~(-(~((~(True))**((True)<<((True)-((~(True))<<(True)))))))
14,-18446744073709551618,~(-(~((~(True))**((True)<<(((True)-(~(True)))<<(True))))))
14,8190,~(-(~((~(True))<<(((True)-(~(True)))<<(-(~(True)))))))
14,2046,~(-(~((~(True))<<(((True)-((~(True))<<(True)))<<(True)))))
14,766,~(-(~((~(-(~(True))))<<((True)<<((True)-(~(True)))))))
14,-6563,~(-(~((~(-(~(True))))**((True)<<((True)-(~(True)))))))
14,241,~(-(~((~(-(~(True))))**((True)-((~(True))<<(True))))))
14,190,~(-(~((~(-(~(True))))<<(((True)-(~(True)))<<(True)))))
14,-731,~(-(~((~(-(~(True))))**(((True)-(~(True)))<<(True)))))
14,-770,~(-(~(((True)-(~(True)))<<((True)<<((True)-(~(True)))))))
14,-245,~(-(~(((True)-(~(True)))**((True)-((~(True))<<(True))))))
14,-194,~(-(~(((True)-(~(True)))<<(((True)-(~(True)))<<(True)))))
14,123,~(-(~((~(-((~(True))<<(True))))**((True)-(~(True))))))
14,214,~(-(~(((~(-(~(True))))<<(True))**((True)-(~(True))))))
14,-218,~(-(~((((True)-(~(True)))<<(True))**((True)-(~(True))))))
14,65539,-(~((True)-(~((True)<<((True)<<(-((~(True))<<(True))))))))
14,-509,-(~((True)-(~((~(True))<<((True)<<((True)-(~(True))))))))
14,262145,-(~((True)<<(-((~((True)<<((True)-(~(True)))))<<(True)))))
14,-32766,-(~((True)-((True)<<(~((~(True))<<((True)-(~(True))))))))
14,-4094,-(~((True)-((True)<<(((True)-(~(True)))<<(-(~(True)))))))
14,-79,-(~((True)-((~(-(~(True))))**(-((~(True))<<(True))))))
14,1048575,~(-((True)<<(((True)-((~(True))<<(True)))<<(-(~(True))))))
14,1048577,-(~((True)<<(((True)-((~(True))<<(True)))<<(-(~(True))))))
14,-262143,-(~((~(True))<<(-(~((True)<<(-((~(True))<<(True))))))))
14,-2147483649,~(-((~(True))**(~((~(True))<<(-((~(True))<<(True)))))))
14,-2147483647,-(~((~(True))**(~((~(True))<<(-((~(True))<<(True)))))))
14,340282366920938463463374607431768211455,~(-((~(True))**((True)<<(~((~(True))<<(-(~(True))))))))
14,340282366920938463463374607431768211457,-(~((~(True))**((True)<<(~((~(True))<<(-(~(True))))))))
14,Too large to print!,~(-((~(True))**((True)<<((True)<<(-((~(True))<<(True)))))))
14,Too large to print!,-(~((~(True))**((True)<<((True)<<(-((~(True))<<(True)))))))
14,16777215,~(-((~(True))**(((True)-(~(True)))<<((True)-(~(True))))))
14,16777217,-(~((~(True))**(((True)-(~(True)))<<((True)-(~(True))))))
14,-134217729,~(-((~(True))**(((True)-(~(True)))**((True)-(~(True))))))
14,-134217727,-(~((~(True))**(((True)-(~(True)))**((True)-(~(True))))))
14,-383,-(~((~(-(~(True))))<<(~((~(True))<<(-(~(True)))))))
14,-2186,-(~((~(-(~(True))))**(~((~(True))<<(-(~(True)))))))
14,-196607,-(~((~(-(~(True))))<<((True)<<(-((~(True))<<(True))))))
14,43046720,~(-((~(-(~(True))))**((True)<<(-((~(True))<<(True))))))
14,43046722,-(~((~(-(~(True))))**((True)<<(-((~(True))<<(True))))))
14,385,-(~(((True)-(~(True)))<<(~((~(True))<<(-(~(True)))))))
14,2188,-(~(((True)-(~(True)))**(~((~(True))<<(-(~(True)))))))
14,196609,-(~(((True)-(~(True)))<<((True)<<(-((~(True))<<(True))))))
14,624,~(-((~(-((~(True))<<(True))))**(-((~(True))<<(True)))))
14,626,-(~((~(-((~(True))<<(True))))**(-((~(True))<<(True)))))
14,1295,~(-(((~(-(~(True))))<<(True))**(-((~(True))<<(True)))))
14,1297,-(~(((~(-(~(True))))<<(True))**(-((~(True))<<(True)))))
14,-71,-(~((~((True)<<((True)-(~(True)))))<<((True)-(~(True)))))
14,57,-(~((~((~(True))<<(-(~(True)))))<<((True)-(~(True)))))
14,344,-(~((~((~(True))<<(-(~(True)))))**((True)-(~(True)))))
14,-342,-(~((~(((True)-(~(True)))<<(True)))**((True)-(~(True)))))
14,-69,~(-((~((True)<<(-((~(True))<<(True)))))<<(-(~(True)))))
14,288,~(-((~((True)<<(-((~(True))<<(True)))))**(-(~(True)))))
14,290,-(~((~((True)<<(-((~(True))<<(True)))))**(-(~(True)))))
14,59,~(-((~((~(True))<<((True)-(~(True)))))<<(-(~(True)))))
14,224,~(-((~((~(True))<<((True)-(~(True)))))**(-(~(True)))))
14,226,-(~((~((~(True))<<((True)-(~(True)))))**(-(~(True)))))
14,143,~(-(((~(-(~(True))))<<(-(~(True))))**(-(~(True)))))
14,145,-(~(((~(-(~(True))))<<(-(~(True))))**(-(~(True)))))
14,99,~(-(((~(-((~(True))<<(True))))<<(True))**(-(~(True)))))
14,101,-(~(((~(-((~(True))<<(True))))<<(True))**(-(~(True)))))
14,-131075,~(-((~((True)<<((True)<<(-((~(True))<<(True))))))<<(True)))
14,1021,~(-((~((~(True))<<((True)<<((True)-(~(True))))))<<(True)))
14,161,~(-(((~(-(~(True))))**(-((~(True))<<(True))))<<(True)))
14,163,-(~(((~(-(~(True))))**(-((~(True))<<(True))))<<(True)))
14,73,-(~((((~(-(~(True))))<<(True))**(-(~(True))))<<(True)))
14,-32771,~((True)-(~((True)<<(~((~(True))<<((True)-(~(True))))))))
14,-4099,~((True)-(~((True)<<(((True)-(~(True)))<<(-(~(True)))))))
14,-1027,~((True)-(~((True)<<(((True)-((~(True))<<(True)))<<(True)))))
14,131069,~((True)-(~((~(True))<<((True)<<(-((~(True))<<(True)))))))
14,-84,~((True)-(~((~(-(~(True))))**(-((~(True))<<(True))))))
14,-524289,~((True)<<(~((~(-((~(True))<<(True))))<<(-(~(True))))))
14,16382,~((True)-((True)<<((~((~(True))<<(-(~(True)))))<<(True))))
14,115792089237316195423570985008687907853269984665640564039457584007913129639934,~((True)-((~(True))**((True)<<((True)<<((True)-(~(True)))))))
14,4294967294,~((True)-((~(True))**((True)<<((True)-((~(True))<<(True))))))
14,18446744073709551614,~((True)-((~(True))**((True)<<(((True)-(~(True)))<<(True)))))
14,6559,~((True)-((~(-(~(True))))**((True)<<((True)-(~(True))))))
14,727,~((True)-((~(-(~(True))))**(((True)-(~(True)))<<(True))))
14,57896044618658097711785492504343953926634992332820282019728792003956564819967,~((~(True))**(~(-((True)<<((True)<<((True)-(~(True))))))))
14,231584178474632390847141970017375815706539969331281128078915168015826259279871,~((~(True))**(-(~((True)<<((True)<<((True)-(~(True))))))))
14,8589934591,~((~(True))**(-(~((True)<<((True)-((~(True))<<(True)))))))
14,9223372036854775807,~((~(True))**(~(-((True)<<(((True)-(~(True)))<<(True))))))
